model,tier,layer,cosine,causal_similarity,causal_projection
C2,concept_adjacent,20,0.03697314345336054,0.8056489865814822,1586.861050246543
C2,concept_adjacent,22,0.10684107095177751,0.9295909288066426,2843.857678331348
C2,concept_adjacent,24,0.1267022097541485,0.9483200240992631,5708.67889145667
C2,concept_adjacent,27,0.04848383363743778,0.855608430989378,11937.515883161812
C2,weakly_adjacent,0,-0.05134747172356583,-0.07464070641152085,-0.3496006191988181
C2,weakly_adjacent,2,-0.006206451035686769,-0.24847330266659476,-62.633772209573436
C2,weakly_adjacent,4,-0.048131139259203336,-0.40218287007965736,-120.10545439919755
C2,weakly_adjacent,6,-0.00508289530989714,0.7158281945644501,334.95180858715065
C2,weakly_adjacent,8,-0.04980604643234983,0.5485082551378976,337.87108375721687
C2,weakly_adjacent,10,-0.09558133550890488,-0.22561792011196133,-167.7780426813927
C2,weakly_adjacent,12,-0.10123615260818042,-0.28200966443903364,-285.42427433019674
C2,weakly_adjacent,14,-0.035699013627599925,0.16761041735732263,196.03056278740215
C2,weakly_adjacent,16,-0.040258843146730214,0.434155255243001,592.0385086232698
C2,weakly_adjacent,18,0.02201227706624195,0.6909525716326971,1057.9377638637382
C2,weakly_adjacent,20,0.028430993856163697,0.8059548573485097,1647.3367372317466
C2,weakly_adjacent,22,0.10150627375522163,0.9306172349056735,2963.1395846253663
C2,weakly_adjacent,24,0.12108456328394823,0.9487561545795968,5905.888805951841
C2,weakly_adjacent,27,0.044735838329652326,0.8556031934200974,12181.015472623983
C2,negated,0,-0.0674569961684756,-0.08643239141728153,-0.38150661750600406
C2,negated,2,0.0032389504637103527,-0.2507824581181186,-66.11948479825429
C2,negated,4,-0.03404473502188921,-0.3949972385694345,-116.98304600485432
C2,negated,6,0.01626471861905884,0.7306032977286884,356.73752646862573
C2,negated,8,-0.027657514633610845,0.5435500329461077,356.2467626211515
C2,negated,10,-0.07951000778499293,-0.21395467066785898,-173.25173260450015
C2,negated,12,-0.08321518987824675,-0.27555121178496894,-283.5420525531576
C2,negated,14,-0.013698126336967107,0.1736137069406064,201.95568349656736
C2,negated,16,-0.01772145153256133,0.4384689502851188,585.6812143735324
C2,negated,18,0.036860521589696875,0.6914391665242241,1019.8904853540785
C2,negated,20,0.01589222912385594,0.7901671442403461,1486.1517138992153
C2,negated,22,0.07962359297671355,0.9044787596197662,2665.800581460235
C2,negated,24,0.07906062052119524,0.9401593814241402,5162.836093573638
C2,negated,27,0.01936626719718333,0.8531048812151465,11325.055103003635
C2,neutral,0,-0.08016320155667407,-0.09614142686857503,-0.4343825361247075
C2,neutral,2,-0.021569302388067757,-0.25399180495887264,-66.12371281755402
C2,neutral,4,-0.06169677560483771,-0.40858312876401026,-123.27478354052458
C2,neutral,6,-0.014547790202445218,0.7214869543687069,346.04780164808926
C2,neutral,8,-0.05842051015767668,0.5525257938564245,357.1230432046592
C2,neutral,10,-0.10623942979012749,-0.22559323913265497,-177.62936139697163
C2,neutral,12,-0.11022031430687224,-0.2829252960394069,-296.67042253185696
C2,neutral,14,-0.04293259997586055,0.16679035669278525,198.25398677391823
C2,neutral,16,-0.04904803775783096,0.4332229556156851,599.9515633489679
C2,neutral,18,0.010907611276821366,0.6897443391730914,1063.1244283983622
C2,neutral,20,0.012659252409690193,0.8030629643601697,1622.7342747941343
C2,neutral,22,0.08036200573401792,0.9252685058083459,2810.69036925495
C2,neutral,24,0.09756456476170569,0.9465603556856851,5602.864340038263
C2,neutral,27,0.030500005413112895,0.854730836414157,12044.696172392885
C2,_steepness,0,0.19829518416281122,0.17497150870020803,0.7468783863404616
C2,_steepness,2,0.13386729014147672,0.04043119276852111,13.624828211985623
